target,Precio_leche_rolling3_mean,Coquimbo_rolling3_mean,Valparaiso_rolling3_mean,Metropolitana_de_Santiago_rolling3_mean,Libertador_Gral__Bernardo_O_Higgins_rolling3_mean,Maule_rolling3_mean,Biobio_rolling3_mean,La_Araucania_rolling3_mean,Los_Rios_rolling3_mean,PIB_Agropecuario_silvicola_rolling3_mean,PIB_Pesca_rolling3_mean,PIB_Mineria_rolling3_mean,PIB_Mineria_del_cobre_rolling3_mean,PIB_Otras_actividades_mineras_rolling3_mean,PIB_Industria_Manufacturera_rolling3_mean,PIB_Alimentos_rolling3_mean,PIB_Bebidas_y_tabaco_rolling3_mean,PIB_Textil_rolling3_mean,PIB_Maderas_y_muebles_rolling3_mean,PIB_Celulosa_rolling3_mean,PIB_Refinacion_de_petroleo_rolling3_mean,PIB_Quimica_rolling3_mean,PIB_Minerales_no_metalicos_y_metalica_basica_rolling3_mean,PIB_Productos_metalicos_rolling3_mean,PIB_Electricidad_rolling3_mean,PIB_Construccion_rolling3_mean,PIB_Comercio_rolling3_mean,PIB_Restaurantes_y_hoteles_rolling3_mean,PIB_Transporte_rolling3_mean,PIB_Comunicaciones_rolling3_mean,PIB_Servicios_financieros_rolling3_mean,PIB_Servicios_empresariales_rolling3_mean,PIB_Servicios_de_vivienda_rolling3_mean,PIB_Servicios_personales_rolling3_mean,PIB_Administracion_publica_rolling3_mean,PIB_a_costo_de_factores_rolling3_mean,PIB_rolling3_mean,Imacec_empalmado_rolling3_mean,Imacec_produccion_de_bienes_rolling3_mean,Imacec_minero_rolling3_mean,Imacec_industria_rolling3_mean,Imacec_resto_de_bienes_rolling3_mean,Imacec_comercio_rolling3_mean,Imacec_servicios_rolling3_mean,Imacec_a_costo_de_factores_rolling3_mean,Imacec_no_minero_rolling3_mean,Indice_de_ventas_comercio_real_no_durables_IVCM_rolling3_mean,Precio_leche_rolling3_std,Coquimbo_rolling3_std,Valparaiso_rolling3_std,Metropolitana_de_Santiago_rolling3_std,Libertador_Gral__Bernardo_O_Higgins_rolling3_std,Maule_rolling3_std,Biobio_rolling3_std,La_Araucania_rolling3_std,Los_Rios_rolling3_std,PIB_Agropecuario_silvicola_rolling3_std,PIB_Pesca_rolling3_std,PIB_Mineria_rolling3_std,PIB_Mineria_del_cobre_rolling3_std,PIB_Otras_actividades_mineras_rolling3_std,PIB_Industria_Manufacturera_rolling3_std,PIB_Alimentos_rolling3_std,PIB_Bebidas_y_tabaco_rolling3_std,PIB_Textil_rolling3_std,PIB_Maderas_y_muebles_rolling3_std,PIB_Celulosa_rolling3_std,PIB_Refinacion_de_petroleo_rolling3_std,PIB_Quimica_rolling3_std,PIB_Minerales_no_metalicos_y_metalica_basica_rolling3_std,PIB_Productos_metalicos_rolling3_std,PIB_Electricidad_rolling3_std,PIB_Construccion_rolling3_std,PIB_Comercio_rolling3_std,PIB_Restaurantes_y_hoteles_rolling3_std,PIB_Transporte_rolling3_std,PIB_Comunicaciones_rolling3_std,PIB_Servicios_financieros_rolling3_std,PIB_Servicios_empresariales_rolling3_std,PIB_Servicios_de_vivienda_rolling3_std,PIB_Servicios_personales_rolling3_std,PIB_Administracion_publica_rolling3_std,PIB_a_costo_de_factores_rolling3_std,PIB_rolling3_std,Imacec_empalmado_rolling3_std,Imacec_produccion_de_bienes_rolling3_std,Imacec_minero_rolling3_std,Imacec_industria_rolling3_std,Imacec_resto_de_bienes_rolling3_std,Imacec_comercio_rolling3_std,Imacec_servicios_rolling3_std,Imacec_a_costo_de_factores_rolling3_std,Imacec_no_minero_rolling3_std,Indice_de_ventas_comercio_real_no_durables_IVCM_rolling3_std,Precio_leche,Coquimbo,Valparaiso,Metropolitana_de_Santiago,Libertador_Gral__Bernardo_O_Higgins,Maule,Biobio,La_Araucania,Los_Rios,PIB_Agropecuario_silvicola,PIB_Pesca,PIB_Mineria,PIB_Mineria_del_cobre,PIB_Otras_actividades_mineras,PIB_Industria_Manufacturera,PIB_Alimentos,PIB_Bebidas_y_tabaco,PIB_Textil,PIB_Maderas_y_muebles,PIB_Celulosa,PIB_Refinacion_de_petroleo,PIB_Quimica,PIB_Minerales_no_metalicos_y_metalica_basica,PIB_Productos_metalicos,PIB_Electricidad,PIB_Construccion,PIB_Comercio,PIB_Restaurantes_y_hoteles,PIB_Transporte,PIB_Comunicaciones,PIB_Servicios_financieros,PIB_Servicios_empresariales,PIB_Servicios_de_vivienda,PIB_Servicios_personales,PIB_Administracion_publica,PIB_a_costo_de_factores,PIB,Imacec_empalmado,Imacec_produccion_de_bienes,Imacec_minero,Imacec_industria,Imacec_resto_de_bienes,Imacec_comercio,Imacec_servicios,Imacec_a_costo_de_factores,Imacec_no_minero,Indice_de_ventas_comercio_real_no_durables_IVCM
223.89,234.82333333333335,11.69463180679673,38.39957794990567,66.34135352631814,115.67463044947766,178.13388512495533,256.46742466493697,267.84071324918176,329.311736009123,165261817.33333334,417236330.3333333,126377146.33333333,112198721.66666667,97977415.66666667,121773818.66666667,308562732.0,105953940.33333333,104218769.0,472630712.0,398387733.3333333,395700196.3333333,133994893.33333333,478512738.0,199891833.66666666,306405550.6666667,694547783.3333334,977293807.6666666,219857228.33333334,553263980.0,362181128.3333333,586692583.3333334,84616063.0,852015992.0,129610021.0,529657065.0,102927880.0,78234580.0,97.90000000000003,93.16666666666663,100.11966666666667,95.3,85.16666666666669,93.68933333333332,102.03300000000006,97.83333333333333,97.62933333333332,96.5,5.474598919860047,4.73477308039467,6.387414028754977,9.46218161453603,4.972573029282533,24.610619709974422,78.35087255894905,74.43500130208805,79.6772940661478,17127269.75151059,336033832.6796497,2004834.9891784948,1954999.4399065694,72675525.69503099,3209670.8940295316,24990812.888617735,78621725.94620441,136850714.4494356,404167424.75131583,514256926.60669386,501213370.5878539,99845654.99131918,408988792.0583621,4833091.995454848,15951963.95048597,30686451.04377545,13325573.638780434,4093607.0568166818,4039655.741378541,3697275.229011664,2210138.6441201675,62710437.79922674,3735277.641221422,17769166.42073205,3763242.714859522,1558449.926577953,57850805.80682759,1.417744687875857,1.4189197769194453,1.6054159377971875,2.523885892824809,2.7061657993058166,1.2902485548657363,3.2552230338334485,1.4571661996263297,1.631619236627594,2.3643180835073836,228.52,16.863202604670903,38.7996266313962,76.0147483812883,121.37781368521799,153.78417642501302,211.73562480541,250.302833069034,312.636240956703,162451959,46584961,128671152,114068875,14602277,118814413,284362782,155098716,25515183,6407887,99634496,106356718,193157156,6502213,194918078,311376923,659122709,961910888,224262451,549500168,366287326,584208043,120606053,856199113,128918445,533724649,102257298,111961599,97.4,91.9,101.959,93.0,82.2,92.2,101.989,97.2,96.888,94.0
218.7,226.07666666666674,6.357825715337878,17.880892883857218,50.67810958702228,77.2936123909568,124.09051578572513,175.24827803111228,204.44251073995656,279.51505201998515,203666244.33333334,606969914.6666666,127391603.66666667,113274674.0,99976695.33333333,131334414.33333333,344906043.0,109434125.0,287786951.6666667,738016653.6666666,72184622.33333333,76137564.0,198618898.66666666,731965446.6666666,222308127.33333334,248527712.0,554000111.6666666,44180183.666666664,245989403.66666666,465198922.3333333,428738715.3333333,681100718.0,121660171.33333333,951302392.3333334,114447645.66666667,590595437.6666666,80198455.0,87882463.33333333,109.39300000000007,99.55099999999993,100.91699999999999,102.77633333333331,95.49033333333334,104.82233333333336,116.90000000000005,109.103,110.25733333333336,104.7356666666666,7.853434492840512,7.090929882456084,8.895969669149025,25.006904978130585,31.754052143559065,59.96620716617909,58.60940674025385,45.413891462118315,57.145665622160685,62813191.949750125,103774477.68885387,2044874.6798671654,2440472.87046748,74505991.52809167,10629631.648409652,40012995.507880844,80100392.52771631,38186118.430503465,87606800.31423385,53285293.119395494,57137652.108134106,17882921.073982663,90260728.36662288,21592340.867386643,187063837.08629587,420650701.83783627,57710466.99346058,5830232.696017712,348708985.2869224,15388198.969027527,5230169.512289253,960586.5433207983,5700569.143780365,85036720.79285479,4170184.851359981,59663761.316030145,65375440.55660289,4.243302605282841,6.127895478873742,1.6647279056949582,8.360303842165873,10.786013180658207,5.062369438645589,3.032575308215471,4.390277781644232,4.9328232619194194,2.3348373248116157,220.02,14.5456405433966,9.06365260118981,38.33671132305121,73.20984483467521,95.09376884657208,139.626615656183,163.596991696616,216.85704170641003,276196365,704726326,125297185,110542041,149705046,140139514,380440178,16942394,328198517,811197543,103905471,10338753,211659522,809769321,239316092,370736322,821761124,11370537,252061229,683658628,446302808,679700528,121951695,956877977,175191477,593634385,119147799,130391916,113.48,105.753,99.2,109.729,107.271,109.019,119.649,113.305,115.022,107.351
222.33,236.07333333333338,27.08455557117365,62.62917212513788,83.24901559635576,156.07126092245417,225.5409343823154,276.0468971120549,285.5981620581328,367.69241129623015,146995009.66666666,443410196.0,85468818.66666667,115004622.66666667,126013450.66666667,125016681.0,334291344.6666667,142248963.66666666,274633591.3333333,483056379.0,398735378.6666667,402930893.6666667,184655501.66666666,692201558.3333334,214920072.0,337934217.6666667,498862259.3333333,105292041.33333333,235153413.33333334,613379380.3333334,406721248.0,641564283.0,121000242.33333333,635149883.3333334,103965747.66666667,579556921.3333334,77967948.33333333,120560642.0,104.92766666666675,96.23333333333323,100.9396666666667,97.87000000000002,92.16666666666663,100.9496666666667,111.4933333333334,104.68999999999998,105.3876666666667,101.81599999999996,2.237550744304661,26.439477091950046,35.522231833553285,32.33447412088697,60.32463753856385,98.80970100508485,105.02103137900055,93.58354156560283,125.13297098994795,114302422.96003853,331712839.0995692,73083440.07217456,3661405.6110567017,12452315.280422485,2824644.4742003954,6260905.31155572,2401908.67700336,14018893.389262434,355909303.0883092,513482092.9795189,514215588.2282836,6678863.967162463,13025783.222715784,7836949.171129671,10472050.072323259,367360732.0292789,1549420.3217228747,3438447.5944264624,21045103.001294415,3287942.9036729024,4882166.673418434,1632253.047510973,471167977.34400696,78736015.81494242,900190.2952997334,58250152.293416485,2792439.4556148113,2.4292974979062922,1.4742229591664724,3.9481378310961905,2.2173632990559473,0.5033222956844666,1.4881909599686842,4.185847265886813,2.5073491978580336,2.603004097832521,1.1235181351453365,234.62,18.8339542448667,50.5333441598462,80.2882885044853,166.62404627837,244.180041397272,350.613882967766,358.73345756676,487.91868133939204,16969504,564971291,132493254,118941021,136737777,127982444,340390609,143072115,281603022,72619525,103839028,104672353,192367113,701340121,223556602,344094032,75065218,104875808,239123234,632752874,405186492,644838783,119127953,909579827,16580699,580563365,112006964,122633932,106.73,97.9,104.988,100.21,91.7,100.553,113.888,106.51,106.985,101.415
202.48,213.2966666666667,38.238028346370974,60.35285173092055,77.88447420058183,102.07285786508275,108.65409593984168,149.13118573560968,189.7389693082546,227.44274773051495,196366690.66666666,594964432.3333334,121527861.0,108130388.66666667,134686713.33333334,122711862.33333333,316858759.0,107450611.66666667,113124291.0,694698053.3333334,390545164.3333333,302656425.0,183855365.66666666,511842684.3333333,202404153.33333334,316945599.0,785313781.3333334,40490856.333333336,229442861.33333334,599665704.6666666,393523827.0,443521576.6666667,122391102.0,618735574.3333334,101019606.66666667,398297480.3333333,108426172.33333333,118508222.33333333,103.11366666666675,95.36666666666657,96.2666666666667,96.03333333333335,94.13333333333334,97.06666666666668,109.7963333333334,103.0963333333333,103.87233333333336,99.82599999999998,1.8590947617947036,34.47059755139572,51.797886380839536,59.24023435170135,97.16789040620176,104.42352621466421,133.5561143706693,141.6033813417427,152.6273193905092,31813180.712128855,161488305.29367334,1542645.4432167357,1758008.4146224577,3308475.5453146393,4007991.9610677864,11943859.134115193,80427579.19811223,146751624.34236947,13601000.49279643,502553492.95174813,505920834.0468359,8219044.623288236,376170243.691035,6681001.886602918,10867350.439127894,23370020.17890061,52583758.36314051,4842007.503483035,16360521.974815352,3087403.1660440243,329274500.8190819,1667398.7182435915,459367809.5490707,75699405.9154255,295719794.49505514,3090086.146314349,3149988.092651738,2.7916809153865856,1.4640127503998692,1.2423096769056634,3.146956201368874,0.7767453465150486,1.1015141094573404,4.4218136927433855,2.9608394642961064,2.939426871574293,1.6971234486626812,211.15,0.23022222268255105,1.6956818150235502,19.5474329087508,35.6973178950853,67.8501413891994,154.264195576627,251.829885911324,336.484625606882,167007641,433866634,120692508,107023736,138046821,124910889,315645242,15099862,27970466,709060146,100428212,10516551,193072385,77547123,208961267,328739606,806258289,101209206,234743719,616314035,395834581,630958206,120866173,886315007,162780323,571629914,109840849,120070449,104.502,95.6,95.6,97.8,93.5,97.0,112.24,104.455,105.428,99.0
222.25,218.88666666666668,1.075122003109556,2.06919912911559,6.770072701382975,12.856304905337458,19.6879506362944,32.36180851022635,51.28012694441522,90.9397157813638,460533615.0,503699422.6666667,131066548.66666667,117560986.33333333,135689929.66666666,93734563.33333333,255851588.33333334,119752713.66666667,343620597.3333333,722847755.0,384203212.3333333,75450660.33333333,136884371.33333334,712304202.3333334,172019779.33333334,258241912.33333334,260130424.66666666,126711135.33333333,257437878.33333334,647304368.0,323612182.3333333,651082429.6666666,127007534.33333333,953316040.0,408090992.3333333,582568428.0,118116172.33333333,90375184.66666667,113.03133333333341,111.44599999999991,103.84666666666669,105.01866666666668,122.48799999999996,121.48600000000005,111.11433333333338,112.32433333333331,113.98466666666671,117.09933333333328,2.7657970520876503,1.2812139236774758,1.7273390559373656,5.398556217687051,15.20963657148139,26.713945679407086,23.48058293728109,8.824125068167003,22.769336704832757,157869394.5393985,81932722.7670337,7063770.49852368,5746930.822802459,14751941.780958945,69519644.16443938,191991346.7625385,89477424.39468868,13556489.392624846,6322982.948744147,486860182.61904377,56830418.35778493,103337809.27777682,57783128.44428332,130373535.36346444,192855801.2199191,366914013.3561881,13497792.03317863,5047012.5639147265,13446582.219347296,276452775.7786254,15527744.264097238,4930457.041640156,4880391.521969196,453153098.4248444,6728675.484649342,5041521.098645478,67159565.90557745,5.621339460780998,5.09015117653708,5.614112426139379,0.5906964815653638,10.094740264117725,12.944707644439083,8.382019108385057,4.794142502401451,5.641718030293076,20.63122151820716,218.68,2.54989542289229,2.8417207621425002,6.00555370139246,1.59302325877975,6.077337766273838,23.3109907263771,42.3490403587366,77.757080275267,633836083,432762858,123715444,111922729,118672369,133257638,374267052,16674972,328801711,718358136,105824358,109392003,17962884,658648398,21548405,369045215,681437164,124368395,251622086,631810234,4428686,665513964,121944143,947775692,930780416,574799242,112395018,122707677,106.798,109.076,98.0,104.34,121.508,119.242,102.722,106.884,107.701,104.27
236.85,223.8766666666667,1.6422265775672116,1.6053679608155151,4.015956381957804,8.109467715736406,19.547432057811644,42.40435067865439,70.8146280645873,119.65326860873081,465223730.0,347383229.0,126149379.0,114335966.66666667,118788869.33333333,130767992.33333333,363528006.6666667,118253411.66666667,331509110.0,287150221.3333333,668730904.0,401471436.3333333,123351896.33333333,676803443.0,148468774.66666666,351443730.0,705146504.0,90390152.66666667,245291627.33333334,409557700.3333333,264359671.66666666,470123153.0,116388634.0,933277627.3333334,638760338.3333334,574472683.0,114129834.0,84590495.33333333,108.55300000000007,110.4179999999999,99.94333333333337,102.375,125.14199999999998,120.74933333333337,104.61066666666672,108.53333333333332,109.43333333333338,105.65299999999995,6.172895052836822,1.3561165320425488,1.1876793062658433,1.9073476776391507,8.63248046816002,18.910471480123626,39.0993625493516,64.09625451850526,115.75764733051479,350261603.0020703,210889527.0719183,7379945.125550199,6904632.192709557,4870710.556750643,7554257.59291795,27745162.321455177,88137958.43294124,13776512.294694278,373442451.0351951,487885928.0565134,502993908.72439146,92504225.55048701,36369651.14113644,110963283.83426619,17887042.169747606,51146799.23091274,68223267.90666077,5827202.4039374245,354584001.1449833,225140878.7092177,349223399.7989781,4948707.19231972,12572323.977067286,411586690.8815993,1301347.0772987416,7605341.730407841,61722961.67390144,7.166521541166262,4.932865191752323,5.861794378288353,5.941420284746776,4.638115565614931,7.994298551676234,8.808196258788339,7.232449469808447,7.315975282444127,5.428282140788205,230.7,0.0833333334392485,1.5011525971258601,3.83914430114447,17.9000465452209,41.1661397557885,87.3818485407119,144.213396774025,250.52572298666,62545764,107191182,134438868,122123327,123716785,136763201,384298467,174489205,346438331,73562444,930566732,112746762,191109563,718676503,227136365,352001784,763845549,134952015,240151491,635073,398240172,677917201,114769302,925382127,168024554,575579649,122452712,13377956,116.434,115.883,106.53,107.085,130.366,129.39,114.21,116.448,117.46,111.639
191.04,212.99666666666667,54.270387798719035,90.08894483041973,129.74806491373897,189.57387597332934,256.29163888052204,286.4195699302863,295.77973588767713,377.07362198151986,121874484.0,510747662.0,120364961.0,107064106.0,133876903.0,123035377.66666667,204940281.66666666,175086412.0,267683302.0,676247175.6666666,683450696.3333334,637280706.6666666,187483891.0,683933231.3333334,208824609.0,324839485.0,532713801.6666667,660973959.6666666,153809600.33333334,581992438.6666666,382126803.6666667,428569040.6666667,86217625.66666667,877185992.3333334,99161728.33333333,553671524.3333334,39293558.333333336,80640777.33333333,100.19200000000006,93.73333333333323,95.3166666666667,96.32866666666666,89.9666666666667,95.43333333333332,105.50900000000006,100.00066666666663,100.76900000000002,98.46666666666665,12.849810634142889,45.55573454584864,52.53265177035751,51.718863622086324,65.43238640562593,101.97262421490419,124.72514464295487,112.34422345731438,169.40461965068144,87513907.10933532,57035142.45564537,6031385.96279172,5799199.93828348,6212392.643706038,3068920.555700707,175218700.03285488,4678081.352344854,12674089.769768799,17786606.30158015,502929623.7524662,463261320.8430457,3721070.4239665587,8398389.812707672,4514390.755333812,13092217.635216707,400305875.749261,563644491.1348106,131253848.59321004,3537062.2135351286,4405541.845455163,318251617.04777664,64052694.61505257,1555597.4117849388,76515214.85122883,5262695.178796064,58321800.90789293,59895723.028931215,1.0319316837852999,1.4640127503998,4.825021588898187,2.4090050504998466,2.916047553338808,1.569500982265597,3.4505088030607936,1.1146305815532398,1.5931048301979287,1.4742229591662999,198.99,16.393215684960403,48.6206006322588,80.2461073510599,118.26671322963001,138.59190529237802,142.94951452600202,167.853328353289,186.367609521831,176765262,444940968,126387596,112545553,139083934,121298299,295029651,172589275,267721099,669123702,989463179,908389645,191299128,692896868,204244071,330484648,70664128,982854454,231061403,585274853,386651437,610621644,12258614,877862038,132901135,559099444,1049619,11492428,100.023,93.5,100.15,94.976,86.6,94.2,105.5,99.8,100.007,96.8
225.76,218.21000000000006,1.3596775600698852,2.4485822512175406,7.788014534960868,10.40559689521759,25.47024405497241,59.35327573950184,79.94532870834757,107.21954350795971,464781544.3333333,550621737.3333334,133500543.66666667,120609580.66666667,130116371.33333333,96716988.33333333,255945715.33333334,179637914.66666666,314577251.0,734227449.6666666,106332784.33333333,109852119.66666667,197422431.66666666,706867460.6666666,167722388.33333334,37382045.666666664,569832803.6666666,127746413.0,263693925.0,672664025.3333334,475908658.6666667,487730751.0,129967150.33333333,692789991.6666666,425097781.0,591761727.6666666,83524408.66666667,133290175.66666667,116.00833333333338,113.76699999999992,105.78033333333332,107.76766666666664,124.83333333333331,122.48133333333338,115.0823333333334,115.37299999999998,117.06700000000006,117.82933333333328,1.4772609789752003,0.7032068172875754,1.3159474877005788,4.164300858281631,9.895627184550742,25.0798813252002,41.30431837737527,56.30414975537047,81.84087827587595,154450048.5781514,103271114.25319305,12880852.916399095,10849212.53484498,20875982.55803303,71985047.14307715,190225812.6582885,11480335.002299627,18043529.275758166,3374365.035615145,3902277.705763423,16671743.64735436,7143260.177522117,21768001.153670173,124911418.1319361,458332.6841847524,410884640.76120335,14743701.703613851,6577334.040169614,12970626.081839196,23012625.906247254,360292094.15439016,4877590.479438595,514154209.7974793,470433241.6073923,5053593.751173981,61607927.37521962,7541448.893948464,6.563475781423586,6.68193751841496,10.21737737060409,2.0110207192700402,10.715122833329223,14.135815552465749,8.871445560523476,5.953822049742405,6.1445830615266885,21.569673069690552,219.38,2.16419607815059,1.10743506227971,3.04612416347439,4.79491472576073,15.183144743386901,38.651017314259,41.3813861329775,37.415219698765505,631333453,487656103,118775706,108291908,106097191,13639456,368809395,169233604,296139148,732462987,106700326,124361985,191437075,689261985,225605467,36860512,696525162,126362001,256178179,657728369,450012543,71870533,124691652,982004087,967677302,585928753,114209851,124897558,108.704,108.535,94.1,106.796,121.16,121.154,106.16,108.609,110.278,104.745
214.01,194.41,1.169779954226537,1.6054761937408235,3.7016219211319434,4.274149862111812,5.594975044207068,11.818102848953808,22.483998476728985,42.11940568115684,466799659.3333333,403854224.0,125658779.0,79415466.66666667,79753301.33333333,89537134.66666667,342856820.3333333,171531397.33333334,281906769.6666667,671123520.3333334,372659826.6666667,361942413.3333333,182497906.66666666,738709121.3333334,193654933.66666666,325809163.0,688942963.6666666,117645033.66666667,230835298.0,599720838.0,275380417.0,654233737.6666666,117801005.33333333,883311803.0,584419828.3333334,561707691.3333334,110026836.66666667,119815157.66666667,104.27166666666675,107.8669999999999,99.52966666666669,98.877,121.73033333333335,112.796,100.79400000000008,104.63166666666665,104.8036666666667,101.88166666666665,7.676021104712903,0.8184204142204609,2.5468230103908605,6.247793954774481,7.397258545374544,6.639725493510967,7.397396767485251,11.944213876995574,2.060571023468628,350699448.494448,318669125.6781762,5063901.677596793,59186321.29153628,67953948.62834173,67094859.02130702,17111618.779876042,1502489.774377745,21161636.55404962,60384803.47021823,462056422.62786573,532996814.34065,15342434.15083144,35146357.126117155,11218714.067119893,11484185.000516934,53559975.059095465,8512870.87311203,6797810.217211325,14226541.628407173,206804485.70590064,3312680.8805458457,5309967.31755912,10002028.585360996,374626058.06972146,1002636.1591253922,6565101.843582337,7073153.262546397,6.16545686330977,3.676660033236771,4.044173627990447,4.556960280713526,3.666213623526719,8.161749261034675,7.9748226312564645,6.243092529614897,6.377311763849488,1.886586688528835,202.6,1.41033986638744,0.17374999927925305,0.0568959731764891,0.0,0.464600666811978,15.188883002035,28.3148590815676,42.0458656355392,64038084,658019931,131106288,118009847,1292978,132990722,360730284,173125219,304646012,739855059,105979251,10078391,200213449,774006953,206292111,323127447,750307325,127402488,226051649,613101979,381252577,650665866,115644075,875582556,155863587,562793043,117497601,127886309,111.305,112.082,103.889,104.131,124.944,122.151,109.528,111.736,112.095,104.039
234.95,236.3666666666667,65.09792375829674,79.3774405070076,91.1980145283177,140.67012930680283,171.81535761923647,186.7642397263369,200.29067290752312,274.2164986090451,296491490.3333333,598329494.0,121906000.0,75741554.66666667,115920724.33333333,126289277.0,250235923.33333334,152208721.66666666,317279865.0,665348253.6666666,374625265.6666667,356404600.6666667,181576935.0,472433238.6666667,207677675.66666666,319011427.6666667,723811268.0,112164719.66666667,231873560.0,594143017.6666666,404602216.3333333,629042444.6666666,120533459.33333333,900881128.3333334,117392098.0,575552535.3333334,112537054.66666667,122870723.66666667,106.93966666666672,98.22933333333322,96.54433333333334,98.86633333333334,99.13666666666664,107.53833333333337,113.18433333333341,107.01633333333332,108.00033333333336,102.61566666666663,5.839968607221981,69.0486859366795,63.389297440729166,45.98871388112835,78.95866755040096,129.02191197955548,126.28026285916476,106.49099965680453,101.0617174055239,67892817.07342198,461590360.00204617,5747372.742953726,55681185.29456642,3879074.3155234507,6401722.02860471,188490142.31636223,7039140.841497718,31248449.643900346,37120476.016856395,473100538.52412295,433197480.0728513,7774553.321351228,347984218.52546614,12258757.240680002,11325095.54623554,25445180.0784014,4585550.716925777,3630760.484953946,9127636.653223392,7193533.01374525,6735203.502112884,1313948.381502833,3835973.9535482465,87011341.92701402,3641182.7683694665,1682986.5845207402,1858933.7171756662,1.6181496634531787,3.250074050438502,4.591785745582341,5.020737030888355,6.687752487445447,4.395337795133934,1.0010925698116189,1.6028868747770435,1.4730622299594185,2.5080638614943322,238.65,56.6655359976237,102.61964293269399,116.962030103543,210.423225047976,313.703660187428,321.58393604197397,317.923915040829,376.987441661746,231630958,68065533,122641987,111700584,112356604,124709301,334602987,144131071,283801925,670174428,100716421,107426547,180725454,677286455,212941793,325842854,694919118,107007064,233110929,590988415,410495944,635952893,121748905,904770772,169389589,579278746,111188756,121662646,105.888,95.1,97.1,97.6,92.1,102.596,113.932,105.73,106.794,100.948
216.61,206.13333333333333,9.861941187045167,3.5176569274787983,4.5526901511069395,2.456459945386382,2.6245701632995044,0.7883687948717674,3.8414724537279383,26.50635656166394,418893293.6666667,451325927.3333333,125013867.0,112488706.33333333,123578602.33333333,89166282.66666667,230282843.0,115998397.0,286435982.3333333,477027934.3333333,372017719.6666667,627575177.3333334,128208285.0,667516470.3333334,193131122.0,204651728.33333334,657296706.0,115661814.66666667,222820754.66666666,572229505.3333334,370795850.6666667,618113165.6666666,117767742.66666667,874651299.6666666,550077465.3333334,541338326.0,106764469.0,116369774.33333333,101.2813333333334,104.41266666666661,99.04666666666668,97.30966666666666,115.30866666666667,110.89433333333334,97.47400000000003,101.52899999999998,101.51333333333334,100.04766666666664,4.138916927570818,13.95184428656951,3.0885032214686214,3.6322799223197593,3.2045552974812015,3.493766703343051,1.026148551979334,5.416412587646038,31.159573117792522,306451071.0086887,385069080.0307057,7785412.357842839,7211209.428024245,5228252.019421286,67170745.56005588,197721814.25654873,86510920.9802276,21753083.29846659,358970621.95878863,543804637.9927012,451036467.0733173,109745390.2359369,43944567.611196294,12414760.049394123,149499722.82189247,73062582.205686,9052498.08880494,4182346.5277130413,19850375.233411383,18235169.403242733,3016131.7226814455,6219921.6181375375,19375126.338928476,353203830.5785926,871868.2829544789,6788128.259846266,7311328.162640082,6.363152703914429,4.2645221694034525,6.177583130426755,5.614506241276554,5.528665872824459,8.679433180417547,7.789533233769519,6.4551501144435175,6.872738415896052,3.5773837274372844,210.91,25.862888923694,5.890649353214481,6.855453008992113,6.081255806416499,6.59302829553105,1.94892287268576,10.0374562028861,61.400762185877895,596765254,806392421,125473789,112903307,124024144,131455717,364350588,171308589,311551238,697782967,10807034,933011894,197714701,716705131,206311211,297407211,741473817,125972354,219823647,589757135,373945026,616481094,115965695,855839885,146276553,542313061,114000261,124196347,108.093,108.59,99.4,102.929,121.431,120.78,105.822,108.41,109.14,103.742
234.95,239.9000000000001,26.525649224659162,55.675616835618946,68.54416665454842,101.66579843269763,125.20979742810812,176.74809608814562,215.4275094172955,256.95199815288515,239334659.66666666,758738069.0,94585312.33333333,121582634.33333333,122266376.66666667,134283030.0,365807697.6666667,119246019.33333333,304367565.3333333,726968058.6666666,105880596.33333333,385811300.3333333,188265302.0,70733702.66666667,224119675.33333334,348221818.3333333,750997143.0,112302279.0,236939067.33333334,620807686.0,418820125.6666667,474891880.0,87458837.33333333,941433156.6666666,161056013.66666666,391518264.0,115443400.66666667,126467770.66666667,110.0693333333334,103.00199999999995,105.99000000000001,105.14299999999999,98.61599999999999,107.67233333333337,115.1063333333334,109.78233333333333,110.41600000000004,104.2566666666666,1.9751708786853004,17.095311583179505,20.782436483054653,24.95708666689386,29.620988069384907,24.36540747794633,29.731682898134164,61.63529888542481,71.33038691724519,52948875.62357939,112666876.14310116,70636506.28764299,3423126.865791947,1669246.1611511947,5529566.086475624,22972531.328873448,87242735.61509067,36953961.12841171,4175463.4046258866,1693201.7564524023,487327673.5707066,3063970.974944443,130997.49805244374,9555339.405131632,11685788.85255574,16710434.336112987,6814620.921004498,672064.3121268639,8136376.611834394,4288401.832709835,352465158.792248,65159195.135766834,4220100.533267418,25267003.505899616,334036263.52240926,4451348.559339677,4702371.309075029,4.094331487963998,3.545697674647598,2.746157133158783,4.329755997744014,4.36242684752411,6.535286247237596,4.876054381703675,4.233413083238195,4.416049025995963,2.7871550608700373,237.62,28.2687319987545,70.4168343048591,93.56958061576692,125.21827912441499,125.304176098892,146.374581063047,155.946572843437,209.880555303214,189474289,692796794,133249818,120903584,124088221,128354483,343457838,155687692,265345891,726101383,105004528,105897201,185304618,70824171,213454011,361711705,763858096,105606351,237605169,625572682,413869295,67900373,12228733,945056979,131921093,584276989,110714545,121473037,105.72,100.54,105.588,100.501,96.3,101.25,109.502,105.285,105.608,101.14
